CNPJ,EMPRESA,CONTA,DESCRIÇÃO,VALOR,DEMONSTRATIVO,ANO,MES,PERIODO
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1,Ativo Total,3398831.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01,Ativo Circulante,1053617.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.01,Caixa e Equivalentes de Caixa,242655.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.02,Aplicações Financeiras,205745.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.02.01.01,Títulos para Negociação,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.02.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.02.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.03,Contas a Receber,527637.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.03.01,Clientes,472627.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.03.02,Outras Contas a Receber,55010.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.03.02.01,Serviços pedidos,29102.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.03.02.02,Outros créditos,7965.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.03.02.03,Depósitos judiciais,17943.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.04,Estoques,8752.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.06,Tributos a Recuperar,68828.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.06.01,Tributos Correntes a Recuperar,68828.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.06.01.01,Impostos e contribuições a recuperar,38594.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.06.01.02,Imposto de renda e contribuição social diferidos,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.06.01.03,Imposto sobre o lucro,30234.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.07,Despesas Antecipadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.08,Outros Ativos Circulantes,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.08.01,Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.08.02,Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.01.08.03,Outros,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02,Ativo Não Circulante,2345214.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01,Ativo Realizável a Longo Prazo,417150.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.01.01,Títulos para Negociação,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.03,Contas a Receber,69980.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.03.01,Clientes,69980.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.03.02,Outras Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.04,Estoques,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.06,Tributos Diferidos,75911.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,75911.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.07,Despesas Antecipadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.08,Créditos com Partes Relacionadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.08.01,Créditos com Coligadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.08.03,Créditos com Controladores,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.08.04,Créditos com Outras Partes Relacionadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09,Outros Ativos Não Circulantes,271259.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.01,Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.02,Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.03,Ativo Financeiro da Concessão - líquido,79214.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.04,Bens e Direitos destinados à alienação,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.05,Outros créditos,8950.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.06,Depósitos judiciais,133321.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.07,Impostos e contribuições a recuperar,40321.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.01.09.08,Impostos sobre o lucro,9453.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.02,Investimentos,272.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.02.01,Participações Societárias,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.02.01.01,Participações em Coligadas,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.02.01.04,Outras Participações Societárias,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.02.02,Propriedades para Investimento,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.03,Imobilizado,137749.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.03.01,Imobilizado em Operação,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.03.02,Imobilizado Arrendado,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.03.03,Imobilizado em Andamento,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.04,Intangível,1790043.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.04.01,Intangíveis,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.04.01.01,Contrato de Concessão,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,1.02.04.02,Goodwill,0.0,Balanço Patrimonial Ativo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2,Passivo Total,3398831.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01,Passivo Circulante,787004.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.01,Obrigações Sociais e Trabalhistas,8249.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.01.01,Obrigações Sociais,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.01.02,Obrigações Trabalhistas,8249.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.01.02.01,Folha de Pagamento,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.01.02.02,Provisão de Férias e Encargos,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.02,Fornecedores,189203.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.02.01,Fornecedores Nacionais,189203.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.02.02,Fornecedores Estrangeiros,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.03,Obrigações Fiscais,77109.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.03.01,Obrigações Fiscais Federais,77109.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,14717.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.03.01.02,Taxas Regulamentares a recolher,9227.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.03.01.03,Impostos e Contribuições a Recolher,53165.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.03.02,Obrigações Fiscais Estaduais,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.03.03,Obrigações Fiscais Municipais,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.04,Empréstimos e Financiamentos,342185.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.04.01,Empréstimos e Financiamentos,276747.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.04.01.01,Em Moeda Nacional,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.04.01.02,Em Moeda Estrangeira,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.04.02,Debêntures,65438.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.04.03,Financiamento por Arrendamento Financeiro,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05,Outras Obrigações,134474.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.01,Passivos com Partes Relacionadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.01.01,Débitos com Coligadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.01.03,Débitos com Controladores,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.01.04,Débitos com Outras Partes Relacionadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02,Outros,134474.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.01,Dividendos e JCP a Pagar,54816.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.02,Dividendo Mínimo Obrigatório a Pagar,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.03,Obrigações por Pagamentos Baseados em Ações,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.04,Taxa de Iluminação Pública,14534.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.05,Pesquisa e Desenvolvimento e Eficiência Energética,14657.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.06,Participação nos Lucros,18682.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.07,Outras Contas a Pagar,31785.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.05.02.08,Encargos das Dívidas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06,Provisões,35784.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,35784.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.01.01,Provisões Fiscais,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.01.02,Provisões Previdenciárias e Trabalhistas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.01.03,Provisões para Benefícios a Empregados,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.01.04,Provisões Cíveis,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.02,Outras Provisões,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.02.01,Provisões para Garantias,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.02.02,Provisões para Reestruturação,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.02.03,Provisões para Passivos Ambientais e de Desativação,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.06.02.04,Provisão para Contingências,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.07.01,Passivos sobre Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.01.07.02,Passivos sobre Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02,Passivo Não Circulante,1353284.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.01,Empréstimos e Financiamentos,1127211.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.01.01,Empréstimos e Financiamentos,928122.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.01.01.01,Em Moeda Nacional,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.01.01.02,Em Moeda Estrangeira,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.01.02,Debêntures,199089.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.01.03,Financiamento por Arrendamento Financeiro,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02,Outras Obrigações,79841.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.01,Passivos com Partes Relacionadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.01.01,Débitos com Coligadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.01.03,Débitos com Controladores,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.01.04,Débitos com Outras Partes Relacionadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.02,Outros,79841.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.02.01,Obrigações por Pagamentos Baseados em Ações,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.02.02,Adiantamento para Futuro Aumento de Capital,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.02.03,Impostos e Contribuições a Recolher,37727.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.02.04,Pesquisa e Desenvolvimento e Eficiência Energética,23305.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.02.02.05,Outras Contas a Pagar,18809.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.03,Tributos Diferidos,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.03.01,Imposto de Renda e Contribuição Social Diferidos,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04,Provisões,146232.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.01,Provisões Fiscais Previdenciárias Trabalhistas e Cíveis,146232.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.01.01,Provisões Fiscais,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.01.02,Provisões Previdenciárias e Trabalhistas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.01.03,Provisões para Benefícios a Empregados,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.01.04,Provisões Cíveis,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.02,Outras Provisões,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.02.01,Provisões para Garantias,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.02.02,Provisões para Reestruturação,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.02.03,Provisões para Passivos Ambientais e de Desativação,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.04.02.04,Provisões para Contingências,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.05.01,Passivos sobre Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.05.02,Passivos sobre Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.06,Lucros e Receitas a Apropriar,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.06.01,Lucros a Apropriar,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.06.02,Receitas a Apropriar,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.02.06.03,Subvenções de Investimento a Apropriar,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03,Patrimônio Líquido Consolidado,1258543.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.01,Capital Social Realizado,566831.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.02,Reservas de Capital,13339.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.02.01,Ágio na Emissão de Ações,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.02.02,Reserva Especial de Ágio na Incorporação,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.02.03,Alienação de Bônus de Subscrição,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.02.04,Opções Outorgadas,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.02.05,Ações em Tesouraria,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.02.06,Adiantamento para Futuro Aumento de Capital,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.03,Reservas de Reavaliação,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.04,Reservas de Lucros,678373.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.04.01,Reserva Legal,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.04.02,Reserva Estatutária,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
03.220.438/0001-73,EQUATORIAL ENERGIA S.A.,2.03.04.03,Reserva para Contingências,0.0,Balanço Patrimonial Passivo,2011,12,4T2011
