CNPJ,EMPRESA,CONTA,DESCRIÇÃO,VALOR,DEMONSTRATIVO,ANO,MES,PERIODO
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1,Ativo Total,480897.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01,Ativo Circulante,419920.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.01,Caixa e Equivalentes de Caixa,6809.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02,Aplicações Financeiras,180484.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,180484.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01.01,Títulos para Negociação,180484.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03,Contas a Receber,150836.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03.01,Clientes,150836.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03.02,Outras Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.04,Estoques,64585.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.06,Tributos a Recuperar,8889.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.06.01,Tributos Correntes a Recuperar,8889.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.07,Despesas Antecipadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08,Outros Ativos Circulantes,8317.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.01,Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.02,Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.03,Outros,8317.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02,Ativo Não Circulante,60977.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01,Ativo Realizável a Longo Prazo,22025.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,96.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01.01,Títulos para Negociação,96.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03,Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03.01,Clientes,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03.02,Outras Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.04,Estoques,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.06,Tributos Diferidos,14440.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,14440.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.07,Despesas Antecipadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08,Créditos com Partes Relacionadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08.01,Créditos com Coligadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08.03,Créditos com Controladores,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08.04,Créditos com Outras Partes Relacionadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09,Outros Ativos Não Circulantes,7489.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.01,Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.02,Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.03,Impostos a Recuperar,3774.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.04,Depósitos Judiciais,3692.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.05,Outros Créditos,23.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02,Investimentos,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.01,Participações Societárias,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.01.01,Participações em Coligadas,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.01.04,Outras Participações Societárias,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.02,Propriedades para Investimento,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03,Imobilizado,22134.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03.01,Imobilizado em Operação,22134.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03.02,Imobilizado Arrendado,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03.03,Imobilizado em Andamento,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04,Intangível,16818.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01,Intangíveis,16818.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.01,Contrato de Concessão,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.02,Marcas e Patentes,2657.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.03,Direitos de uso de Lojas,10551.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.04,Direitos de uso de Sistemas,3610.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.02,Goodwill,0.0,Balanço Patrimonial Ativo,2011,3,1T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1,Ativo Total,452540.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01,Ativo Circulante,389423.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.01,Caixa e Equivalentes de Caixa,3261.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02,Aplicações Financeiras,196078.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,196078.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01.01,Títulos para Negociação,196078.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03,Contas a Receber,108576.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03.01,Clientes,108576.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03.02,Outras Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.04,Estoques,67699.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.06,Tributos a Recuperar,6196.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.06.01,Tributos Correntes a Recuperar,6196.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.07,Despesas Antecipadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08,Outros Ativos Circulantes,7613.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.01,Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.02,Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.03,Outros,7613.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02,Ativo Não Circulante,63117.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01,Ativo Realizável a Longo Prazo,21785.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,66.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01.01,Títulos para Negociação,66.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03,Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03.01,Clientes,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03.02,Outras Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.04,Estoques,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.06,Tributos Diferidos,13432.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,13432.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.07,Despesas Antecipadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08,Créditos com Partes Relacionadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08.01,Créditos com Coligadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08.03,Créditos com Controladores,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.08.04,Créditos com Outras Partes Relacionadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09,Outros Ativos Não Circulantes,8287.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.01,Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.02,Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.03,Impostos a Recuperar,3170.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.04,Depósitos Judiciais,5094.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.09.05,Outros Créditos,23.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02,Investimentos,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.01,Participações Societárias,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.01.01,Participações em Coligadas,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.01.04,Outras Participações Societárias,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.02.02,Propriedades para Investimento,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03,Imobilizado,22904.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03.01,Imobilizado em Operação,22904.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03.02,Imobilizado Arrendado,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.03.03,Imobilizado em Andamento,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04,Intangível,18428.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01,Intangíveis,18428.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.01,Contrato de Concessão,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.02,Marcas e Patentes,2661.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.03,Direitos de uso de Lojas,11734.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.01.04,Direitos de uso de Sistemas,4033.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.04.02,Goodwill,0.0,Balanço Patrimonial Ativo,2011,6,2T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1,Ativo Total,496021.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01,Ativo Circulante,423739.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.01,Caixa e Equivalentes de Caixa,6229.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02,Aplicações Financeiras,172770.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,172770.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01.01,Títulos para Negociação,172770.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.02.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03,Contas a Receber,159889.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03.01,Clientes,159889.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.03.02,Outras Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.04,Estoques,71941.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.06,Tributos a Recuperar,3647.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.06.01,Tributos Correntes a Recuperar,3647.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.07,Despesas Antecipadas,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08,Outros Ativos Circulantes,9263.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.01,Ativos Não-Correntes a Venda,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.02,Ativos de Operações Descontinuadas,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.01.08.03,Outros,9263.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02,Ativo Não Circulante,72282.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01,Ativo Realizável a Longo Prazo,22816.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,78.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01.01,Títulos para Negociação,78.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.01.02,Títulos Disponíveis para Venda,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.02.01,Títulos Mantidos até o Vencimento,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03,Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03.01,Clientes,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.03.02,Outras Contas a Receber,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.04,Estoques,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
16.590.234/0001-76,AREZZO INDÚSTRIA E COMÉRCIO S.A.,1.02.01.05,Ativos Biológicos,0.0,Balanço Patrimonial Ativo,2011,9,3T2011
